"","datetime","city","country","shape"
"57385",NA,"leeds (uk/england)","gb","sphere"
"58876",NA,"leeds (uk/england)","gb","sphere"
"59387",0006-03-19,"leeds (uk/england)","gb","sphere"
"64074",NA,"leeds (uk/england)","gb","sphere"
"71204",0007-09-20,"leetsdale","us","sphere"
"73845",NA,"lefroy (canada)","ca","sphere"
"40558",NA,"leicester (uk/england)","gb","sphere"
"69865",0007-05-19,"leicester (uk/england)","gb","sphere"
"9502",0011-01-20,"leighton buzzard (uk/england)","gb","sphere"
"23624",NA,"leland","us","sphere"
"58314",NA,"lemont","us","sphere"
"61289",0007-11-20,"lemont","us","sphere"
"1723",NA,"lenexa","us","sphere"
"60706",0006-09-20,"lenexa","us","sphere"
"34706",NA,"lenoir","us","sphere"
"41722",NA,"leo/laotto/garrett",NA,"sphere"
"45093",0004-06-20,"leon (spain)",NA,"sphere"
"43492",NA,"leonardo","us","sphere"
"31391",NA,"leonardtown","us","sphere"
"43171",NA,"leslie","us","sphere"
"37391",NA,"lethbridge (canada)","ca","sphere"
"84351",NA,"level cross","us","sphere"
"69571",0007-04-20,"levittown","us","sphere"
"69773",0007-04-20,"levittown","us","sphere"
"71487",0008-10-20,"lewiston","us","sphere"
"80350",0008-08-20,"lewisville","us","sphere"
"3132",NA,"lexington","us","sphere"
"24390",0012-03-20,"lexington","us","sphere"
"45298",0004-07-20,"lexington","us","sphere"
"58315",NA,"lexington","us","sphere"
"58497",NA,"lexington","us","sphere"
"67030",NA,"lexington","us","sphere"
"78308",NA,"lexington","us","sphere"
"86896",NA,"lexington","us","sphere"
"48152",NA,"liberal","us","sphere"
"57489",NA,"liberty","us","sphere"
"52187",0006-01-19,"liberty homes (near charleston)",NA,"sphere"
"67989",NA,"lima",NA,"sphere"
"13011",NA,"lima (just south of mile marker 117)","us","sphere"
"70929",0007-08-20,"limassol (cyprus)",NA,"sphere"
"88805",0009-08-20,"limassol (cyprus)",NA,"sphere"
"7820",0010-08-20,"limerick","us","sphere"
"7682",0010-07-20,"lincoln","us","sphere"
"9004",0011-01-19,"lincoln","us","sphere"
"10733",NA,"lincoln","us","sphere"
"11583",NA,"lincoln","us","sphere"
"15141",NA,"lincoln","us","sphere"
"16601",0011-05-20,"lincoln","us","sphere"
"41045",NA,"lincoln","us","sphere"
"43126",NA,"lincoln","us","sphere"
"48323",NA,"lincoln","us","sphere"
"61192",0007-11-19,"lincoln","us","sphere"
"88112",0009-05-20,"lincoln","us","sphere"
"10197",NA,"lincoln (uk/england)","gb","sphere"
"83458",NA,"lincoln city","us","sphere"
"68948",0007-04-20,"lincoln park","us","sphere"
"5762",NA,"lindenhurst","us","sphere"
"52929",0006-01-19,"lindsay","us","sphere"
"51338",0005-08-19,"lindsey (canada)",NA,"sphere"
"19082",0012-11-20,"lisbon","us","sphere"
"21723",0012-02-20,"lisbon (portugal)",NA,"sphere"
"4244",NA,"lithia springs","us","sphere"
"50302",NA,"lithia springs","us","sphere"
"72746",0008-12-20,"little big horn",NA,"sphere"
"15418",NA,"little chute","us","sphere"
"86585",NA,"little rock","us","sphere"
"56334",NA,"little rock (southwest)","us","sphere"
"6644",NA,"littleton","us","sphere"
"8255",0001-10-20,"littleton","us","sphere"
"58300",NA,"littleton","us","sphere"
"61233",0007-11-20,"littleton","us","sphere"
"76889",NA,"littleton","us","sphere"
"31922",NA,"live oak","us","sphere"
"85254",NA,"livermore","us","sphere"
"31966",NA,"liverpool","us","sphere"
"70715",0007-07-20,"liverpool","us","sphere"
"76306",0008-02-20,"liverpool","us","sphere"
"62097",0007-12-20,"liverpool (uk/england)","gb","sphere"
"73370",NA,"liverpool (uk/england)","gb","sphere"
"80564",0008-09-20,"liverpool (uk/england)","gb","sphere"
"5860",NA,"livingston","us","sphere"
"62318",NA,"livingston","us","sphere"
"39782",0004-10-20,"livingston (east of)","us","sphere"
"19658",0012-12-20,"livonia","us","sphere"
"22876",NA,"livonia","us","sphere"
"24533",NA,"llandudnol (uk/wales)",NA,"sphere"
"16518",0011-05-20,"llema",NA,"sphere"
"15684",NA,"lock haven","us","sphere"
"10412",NA,"lockport","us","sphere"
"36619",0003-02-20,"lockport","us","sphere"
"36405",NA,"logansport","us","sphere"
"41361",NA,"logansport","us","sphere"
"61869",0007-01-20,"logansport","us","sphere"
"61553",0007-01-19,"logansport (east of)","us","sphere"
"86860",NA,"loganville","us","sphere"
"72568",0008-12-20,"lokeren (belgium)",NA,"sphere"
"52717",0006-01-19,"lola",NA,"sphere"
"74007",NA,"loma linda","us","sphere"
"59009",NA,"lombard","us","sphere"
"62171",0007-12-20,"lombard","us","sphere"
"7586",0010-07-20,"london (canada)","ca","sphere"
"22037",NA,"london (canada)","ca","sphere"
"44641",0004-04-20,"london (just west of) (canada)","ca","sphere"
"53210",0006-01-20,"london (nw) (uk/england)","gb","sphere"
"16097",0011-04-20,"london (uk/england)","gb","sphere"
"26762",NA,"london (uk/england)","gb","sphere"
"27793",0001-07-19,"london (uk/england)","gb","sphere"
"40772",NA,"london (uk/england)","gb","sphere"
"45658",0004-09-20,"london (uk/england)","gb","sphere"
"59156",NA,"london (uk/england)","gb","sphere"
"62111",0007-12-20,"london (uk/england)","gb","sphere"
"66176",NA,"london (uk/england)","gb","sphere"
"75431",NA,"london (uk/england)","gb","sphere"
"78169",NA,"london (uk/england)","gb","sphere"
"78945",0008-03-20,"london (uk/england)","gb","sphere"
"86111",NA,"london (uk/england)","gb","sphere"
"56135",NA,"londonderry","us","sphere"
"7664",0010-07-20,"long beach","us","sphere"
"9710",0011-12-20,"long beach","us","sphere"
"14375",NA,"long beach","us","sphere"
"19520",NA,"long beach","us","sphere"
"29798",NA,"long beach","us","sphere"
"46007",0005-11-20,"long beach","us","sphere"
"53416",0006-01-20,"long beach","us","sphere"
"54000",NA,"long lane","us","sphere"
"76040",NA,"longmeadow","us","sphere"
"3046",NA,"longmont","us","sphere"
"17628",0011-07-20,"longmont","us","sphere"
"15786",0011-03-20,"longwood","us","sphere"
"24188",NA,"longwood","us","sphere"
"36995",NA,"longwood","us","sphere"
"5669",NA,"lordsburg",NA,"sphere"
"66093",NA,"loretto (canada)",NA,"sphere"
"45277",0004-07-20,"lorida","us","sphere"
"3032",NA,"los angeles","us","sphere"
"4258",NA,"los angeles","us","sphere"
"4318",NA,"los angeles","us","sphere"
"4319",NA,"los angeles","us","sphere"
"9404",0011-01-20,"los angeles","us","sphere"
"13631",NA,"los angeles","us","sphere"
"15516",NA,"los angeles","us","sphere"
"21653",NA,"los angeles","us","sphere"
"22447",NA,"los angeles","us","sphere"
"23198",NA,"los angeles","us","sphere"
"28215",0001-09-20,"los angeles","us","sphere"
"30034",NA,"los angeles","us","sphere"
"32039",NA,"los angeles","us","sphere"
"41566",NA,"los angeles","us","sphere"
"41573",NA,"los angeles","us","sphere"
"58750",NA,"los angeles","us","sphere"
"59474",0006-03-20,"los angeles","us","sphere"
"62750",NA,"los angeles","us","sphere"
"66544",NA,"los angeles","us","sphere"
"69667",0007-04-20,"los angeles","us","sphere"
"70532",0007-07-20,"los angeles","us","sphere"
"78425",NA,"los angeles","us","sphere"
"79884",0008-06-20,"los angeles","us","sphere"
"84782",NA,"los angeles","us","sphere"
"85375",NA,"los angeles","us","sphere"
"83404",NA,"los angeles (150-200 mi. e or ne of)","us","sphere"
"3981",0010-02-19,"los angeles (malibu beach)","us","sphere"
"58195",NA,"los angeles/angeles natl. forest",NA,"sphere"
"11553",NA,"los fresnos","us","sphere"
"35117",NA,"los osos","us","sphere"
"61607",0007-01-19,"lost park (near jefferson)",NA,"sphere"
"12732",0001-01-20,"louisville","us","sphere"
"14279",NA,"louisville","us","sphere"
"16631",0011-05-20,"louisville","us","sphere"
"18787",0012-10-20,"louisville","us","sphere"
"24227",NA,"louisville","us","sphere"
"30043",NA,"louisville","us","sphere"
"32699",0002-04-20,"louisville","us","sphere"
"40444",0004-12-20,"louisville","us","sphere"
"42657",0004-02-20,"louisville","us","sphere"
"43258",NA,"louisville","us","sphere"
"50300",NA,"louisville","us","sphere"
"69573",0007-04-20,"louisville","us","sphere"
"76925",NA,"louisville","us","sphere"
"77500",NA,"louisville","us","sphere"
"85048",0009-02-20,"louisville","us","sphere"
"16193",0011-04-20,"loveland","us","sphere"
"70204",0007-06-20,"low country region",NA,"sphere"
"33977",0003-11-20,"lowell","us","sphere"
"73523",NA,"lowell","us","sphere"
"83081",NA,"lower hells gate (dutch antilles)",NA,"sphere"
"41100",NA,"lower lake","us","sphere"
"17246",NA,"loxahatchee","us","sphere"
"7460",0010-06-20,"lubbock","us","sphere"
"32861",0002-05-20,"lubbock","us","sphere"
"85038",0009-02-20,"luling (near)","us","sphere"
"82296",NA,"lumberton","us","sphere"
"65447",0007-02-19,"luna pier","us","sphere"
"79069",0008-03-20,"lundbreck (canada)",NA,"sphere"
"51968",0006-11-20,"lunenburg","us","sphere"
"63588",NA,"luray","us","sphere"
"87531",0009-03-20,"luray","us","sphere"
"39537",0003-09-20,"lusby","us","sphere"
"64522",NA,"lusby","us","sphere"
"21514",NA,"luther","us","sphere"
"65050",NA,"lyme",NA,"sphere"
"84956",0009-02-20,"lynbrook","us","sphere"
"40470",0004-12-20,"lynchburg","us","sphere"
"60831",0006-09-20,"lynchburg","us","sphere"
"74206",NA,"lynchburg","us","sphere"
"78183",NA,"lyndon station","us","sphere"
"31545",NA,"lynnwood","us","sphere"
"39196",0003-07-20,"lynnwood","us","sphere"
"48479",NA,"lynnwood","us","sphere"
"57618",NA,"lynnwood","us","sphere"
"9643",0011-12-20,"lyons","us","sphere"
"4957",NA,"m. fokani/hims (syria)",NA,"sphere"
"33721",0003-10-20,"maarsbergen (netherlands)",NA,"sphere"
"68401",0007-03-20,"mableton","us","sphere"
"68402",0007-03-20,"mableton","us","sphere"
"68403",0007-03-20,"mableton","us","sphere"
"68404",0007-03-20,"mableton","us","sphere"
"82847",NA,"maccan (canada)","ca","sphere"
"49482",NA,"macedon","us","sphere"
"85141",0009-02-20,"macias",NA,"sphere"
"83435",NA,"macinaw",NA,"sphere"
"61151",0007-10-20,"mackinaw city","us","sphere"
"47755",NA,"macomb township",NA,"sphere"
"34154",0003-01-20,"macon","us","sphere"
"7941",0010-08-20,"madera","us","sphere"
"32470",0002-03-20,"madera","us","sphere"
"57254",NA,"madera","us","sphere"
"43438",NA,"madison","us","sphere"
"48301",NA,"madison","us","sphere"
"52410",0006-01-19,"madison","us","sphere"
"62255",0007-12-20,"madison","us","sphere"
"4327",NA,"madison heights","us","sphere"
"28426",0002-10-20,"madras","us","sphere"
"25522",NA,"madrid (spain)",NA,"sphere"
"40554",NA,"magna","us","sphere"
"45742",0005-10-19,"magna","us","sphere"
"48496",NA,"magnolia","us","sphere"
"49278",NA,"magnolia","us","sphere"
"62749",NA,"mahwah","us","sphere"
"79990",0008-07-20,"maine (northern part)","us","sphere"
"48619",0005-02-20,"malaga","us","sphere"
"74096",NA,"malcolm","us","sphere"
"61459",0007-01-19,"malden","us","sphere"
"84038",NA,"malibu","us","sphere"
"45425",0004-08-20,"maltby","us","sphere"
"70629",0007-07-20,"mamaroneck","us","sphere"
"56174",NA,"mana","us","sphere"
"63859",NA,"mananita",NA,"sphere"
"34142",0003-01-20,"manassas","us","sphere"
"39944",0004-11-20,"manassas","us","sphere"
"61198",0007-11-19,"manassas","us","sphere"
"84878",NA,"manassas","us","sphere"
"11831",NA,"manchester","us","sphere"
"16156",0011-04-20,"manchester","us","sphere"
"31322",NA,"manchester","us","sphere"
"51780",0006-10-20,"manchester","us","sphere"
"58843",NA,"manchester","us","sphere"
"60381",0006-07-20,"manchester","us","sphere"
"70777",0007-07-20,"manchester","us","sphere"
"86346",NA,"manchester","us","sphere"
"46969",NA,"manchester-by-the-sea",NA,"sphere"
"3078",NA,"manchester (uk/england)","gb","sphere"
"19709",0012-12-20,"manchester (uk/england)","gb","sphere"
"36448",NA,"manchester (uk/england)","gb","sphere"
"40400",0004-12-20,"manchester (uk/england)","gb","sphere"
"57360",NA,"manchester (uk/england)","gb","sphere"
"59062",NA,"manchester (uk/england)","gb","sphere"
"85089",0009-02-20,"manchester (uk/england)","gb","sphere"
"24157",NA,"mandeville","us","sphere"
"72815",0008-12-20,"mandeville","us","sphere"
"67953",NA,"manhattan (near)","us","sphere"
"16349",NA,"mankato/lake crystal",NA,"sphere"
"59954",0006-06-19,"mannheim (west germany)","de","sphere"
"21543",NA,"mansfield","us","sphere"
"88024",0009-05-20,"mansfield","us","sphere"
"84346",NA,"mansfield (outside of)","us","sphere"
"47282",NA,"mansfield (uk/england)","gb","sphere"
"47283",NA,"mansfield (uk/england)","gb","sphere"
"67633",NA,"manville","us","sphere"
"55590",NA,"many","us","sphere"
"9735",0011-12-20,"maple grove","us","sphere"
"63523",NA,"maple rapids","us","sphere"
"49886",NA,"maple shade","us","sphere"
"56718",0006-02-20,"maple valley","us","sphere"
"72851",0008-12-20,"maple valley","us","sphere"
"62128",0007-12-20,"maracay (urbaniz&#44 el casta&ntilde;o) (venezuela)",NA,"sphere"
"25548",0012-06-20,"marana","us","sphere"
"30851",NA,"marana","us","sphere"
"48689",NA,"marana","us","sphere"
"78912",0008-03-20,"marathon key",NA,"sphere"
"38520",0003-04-19,"marbela (spain)",NA,"sphere"
"80873",0009-10-20,"marblehead","us","sphere"
"33368",0002-08-20,"marco island (northeast of)",NA,"sphere"
"14962",NA,"mardela",NA,"sphere"
"38762",0003-05-20,"mardela springs","us","sphere"
"17638",NA,"maricopa","us","sphere"
"24250",NA,"maricopa","us","sphere"
"33968",0003-11-20,"maricopa","us","sphere"
"36490",NA,"maricopa","us","sphere"
"49001",NA,"maricopa","us","sphere"
"70352",0007-06-20,"maricopa","us","sphere"
"20462",NA,"marietta","us","sphere"
"44708",0004-04-20,"marietta","us","sphere"
"6469",NA,"marion","us","sphere"
"16964",0011-06-20,"marion","us","sphere"
"22106",NA,"marion","us","sphere"
"48390",NA,"marion","us","sphere"
"60861",0007-10-19,"marion","us","sphere"
"43614",NA,"markle","us","sphere"
"43712",NA,"marlboro","us","sphere"
"53140",0006-01-19,"marlborough","us","sphere"
"15990",0011-04-20,"marlborough (uk/england)","gb","sphere"
"68552",0007-04-19,"marley park",NA,"sphere"
"48072",NA,"marlton","us","sphere"
"68025",NA,"marquette","us","sphere"
"27396",0001-04-20,"marshall","us","sphere"
"77848",NA,"marshall","us","sphere"
"44900",0004-05-20,"marshfield","us","sphere"
"68933",0007-04-20,"marshfield-webster co",NA,"sphere"
"35591",NA,"marske-by-sea/redcar/cleveland (uk/england)",NA,"sphere"
"75785",NA,"marstons mills","us","sphere"
"76784",NA,"marstons mills","us","sphere"
"23000",NA,"martinez","us","sphere"
"54742",NA,"martinez","us","sphere"
"38026",NA,"martinez lake",NA,"sphere"
"38027",NA,"martinez lake",NA,"sphere"
"61002",0007-10-20,"martins ferry","us","sphere"
"83869",NA,"martinsburg","us","sphere"
"6190",NA,"martinsville","us","sphere"
"8476",0011-10-19,"maryland height",NA,"sphere"
"13258",0011-02-20,"marysville","us","sphere"
"63712",NA,"marysville","us","sphere"
"66050",NA,"marysville","us","sphere"
"21159",0001-02-19,"marysville/beale a&#44f.b.",NA,"sphere"
"20569",NA,"maryville","us","sphere"
"56049",NA,"mascoutah","us","sphere"
"76518",NA,"mashpee","us","sphere"
"85284",NA,"mason","us","sphere"
"85800",NA,"mason","us","sphere"
"16529",0011-05-20,"mason (just north of)","us","sphere"
"81895",0009-12-19,"mason city","us","sphere"
"67372",NA,"massapequa park","us","sphere"
"47746",NA,"mastic beach","us","sphere"
"63052",NA,"matheson (canada)","ca","sphere"
"58938",NA,"matlock","us","sphere"
"36628",0003-02-20,"maumee","us","sphere"
"15251",NA,"maynard","us","sphere"
"58117",NA,"mays landing","us","sphere"
"20119",NA,"mayslanding",NA,"sphere"
"41990",NA,"maysville","us","sphere"
"50413",0005-03-20,"mcallen","us","sphere"
"80630",0008-09-20,"mcallen","us","sphere"
"4605",NA,"mcarthur","us","sphere"
"8907",0011-11-20,"mccordsville","us","sphere"
"22919",NA,"mccordsville","us","sphere"
"3427",NA,"mcdermott",NA,"sphere"
"50679",0005-04-20,"mcelhattan","us","sphere"
"54681",NA,"mcgregor","us","sphere"
"34282",0003-12-19,"mcguire afb",NA,"sphere"
"14958",NA,"mclean","us","sphere"
"9323",0001-11-20,"mcminnville","us","sphere"
"29295",NA,"mcminnville","us","sphere"
"32890",0002-06-19,"meadowdale","us","sphere"
"49757",NA,"meadowlands marshes",NA,"sphere"
"56980",NA,"meadows of dan",NA,"sphere"
"83370",NA,"meadville???",NA,"sphere"
"75012",NA,"meaford (canada)","ca","sphere"
"58291",NA,"mears","us","sphere"
"81001",0009-10-20,"mechancisburg",NA,"sphere"
"46069",0005-11-20,"mechanicsburg","us","sphere"
"53476",0006-12-19,"mecosta","us","sphere"
"39801",0004-10-20,"medford","us","sphere"
"54689",NA,"medford","us","sphere"
"56291",NA,"medford","us","sphere"
"58323",NA,"medford","us","sphere"
"70082",0007-05-20,"medical lake","us","sphere"
"3179",NA,"medina","us","sphere"
"25976",NA,"medina","us","sphere"
"513",0010-11-20,"melbourne","us","sphere"
"6074",NA,"melbourne","us","sphere"
"29266",NA,"melbourne","us","sphere"
"32248",NA,"melbourne","us","sphere"
"51150",0005-06-20,"melbourne","us","sphere"
"56918",NA,"melbourne","us","sphere"
"48568",0005-02-20,"melbourne (vic&#44 australia)","au","sphere"
"41955",NA,"melbourne beach","us","sphere"
"10298",NA,"memphis","us","sphere"
"18613",NA,"memphis","us","sphere"
"46691",NA,"memphis","us","sphere"
"48845",NA,"memphis","us","sphere"
"81974",0009-12-20,"memphis","us","sphere"
"85285",NA,"memphis","us","sphere"
"6529",NA,"mendota","us","sphere"
"78571",NA,"mendota heights","us","sphere"
"17248",NA,"menifee","us","sphere"
"49882",NA,"menoken","us","sphere"
"5725",NA,"menomonie","us","sphere"
"71043",0007-09-19,"mentor","us","sphere"
"16899",NA,"mentor on the lake",NA,"sphere"
"85164",0009-02-20,"mentot",NA,"sphere"
"28712",0002-01-19,"merced","us","sphere"
"38423",0003-03-20,"merced","us","sphere"
"53052",0006-01-19,"meriden","us","sphere"
"69489",0007-04-20,"meridian","us","sphere"
"29369",NA,"merlin","us","sphere"
"46422",0005-01-20,"merrimack","us","sphere"
"20779",NA,"merritt (canada)","ca","sphere"
"35129",NA,"merritt island","us","sphere"
"34044",0003-01-19,"merseyside (uk/england)","gb","sphere"
"74",0010-10-19,"mesa","us","sphere"
"1190",0010-12-20,"mesa","us","sphere"
"27742",0001-06-20,"mesa","us","sphere"
"29437",NA,"mesa","us","sphere"
"37109",NA,"mesa","us","sphere"
"37167",NA,"mesa","us","sphere"
"49276",NA,"mesa","us","sphere"
"64144",NA,"mesa","us","sphere"
"74719",NA,"mesa","us","sphere"
"79106",0008-03-20,"mesa","us","sphere"
"28951",0002-01-20,"mesquite","us","sphere"
"48156",NA,"mesquite","us","sphere"
"75978",NA,"mesquite","us","sphere"
"21133",NA,"methuen","us","sphere"
"59827",0006-05-20,"methuen/haverhill line",NA,"sphere"
"3972",0010-02-19,"mexi-cali",NA,"sphere"
"21611",NA,"mexico",NA,"sphere"
"24970",NA,"mexico",NA,"sphere"
"50664",0005-04-20,"mexico","us","sphere"
"66468",NA,"mexico",NA,"sphere"
"68810",0007-04-20,"mexico",NA,"sphere"
"27676",0001-06-20,"mexico city (mexico)",NA,"sphere"
"39747",0004-10-20,"mexico city (mexico)",NA,"sphere"
"54769",NA,"mexico city (mexico)",NA,"sphere"
"41070",NA,"mexico city&#44 d.f. (mexico)",NA,"sphere"
"7256",0010-05-20,"miami","us","sphere"
"16271",NA,"miami","us","sphere"
"21080",NA,"miami","us","sphere"
"27873",0001-07-20,"miami","us","sphere"
"30715",NA,"miami","us","sphere"
"34707",NA,"miami","us","sphere"
"40023",0004-01-19,"miami","us","sphere"
"41691",NA,"miami","us","sphere"
"46092",0005-11-20,"miami","us","sphere"
"46153",0005-01-19,"miami","us","sphere"
"58774",NA,"miami","us","sphere"
"38689",0003-05-20,"miami (2 hrs. out of&#44 on i-95&#44 milemarker 117)","us","sphere"
"11529",NA,"miami beach","us","sphere"
"59203",NA,"miami beach","us","sphere"
"58317",NA,"miami township",NA,"sphere"
"42434",NA,"michigan city","us","sphere"
"72494",0008-12-19,"michigan city","us","sphere"
"50619",0005-04-20,"middleboro","us","sphere"
"21287",0001-02-20,"middleburg","us","sphere"
"24209",NA,"middleburg","us","sphere"
"39965",0004-11-20,"middleton","us","sphere"
"52023",0006-11-20,"middleton","us","sphere"
"18131",0011-09-19,"middletown","us","sphere"
"35708",NA,"middletown","us","sphere"
"41745",NA,"middletown","us","sphere"
"53307",0006-01-20,"middletown","us","sphere"
"66609",NA,"middletown","us","sphere"
"28677",0002-11-20,"midland","us","sphere"
"11426",NA,"midland (canada)","ca","sphere"
